english	translation	category	sub_category	source
Whose responsibility is it to keep your account secure?	保护账号安全是谁的责任？	interface	cachedump	cachedump
Enables display of the minimenu scrollbar when lots of options are visible.	启用后，当选项过多时，会显示迷你菜单的滚动条。	interface	cachedump	cachedump
Minimenu scrollbar	迷你菜单滚动条	interface	cachedump	cachedump
Hey adventurer! You've been randomly selected for a prize of 1 year of free membership! I'm just going to need some of your account details so I can put it on your account!	嘿，冒险者！你被随机抽中，获得一年免费会员！我只需要你的一些账号信息，就能把它加到你的账号上！	interface	cachedump	cachedump
Which of these is an important characteristic of a secure password?	以下哪项是安全密码的重要特征？	interface	cachedump	cachedump
Show the Activity Adviser button,hide the Activity Adviser button,Advanced Display Settings,orb	显示活动顾问按钮，隐藏活动顾问按钮，高级显示设置，宝珠	interface	cachedump	cachedump
When enabled, show the Activity Adviser button around the minimap.	启用后，在小地图周围显示活动顾问按钮。	interface	cachedump	cachedump
You must have data orbs turned on to change this setting.	你必须开启数据球才能更改此设置。	interface	cachedump	cachedump
When enabled, shows timers on the Weeping walls.	启用后，在哭泣者之墙上显示计时器。	interface	cachedump	cachedump
Tears of Guthix timers	古斯之泪计时器	interface	cachedump	cachedump
Kill Phosani's Nightmare once.	击杀弗萨尼的梦魇一次。	interface	cachedump	cachedump
When enabled, shows the time until your trap will be dismantled. Also shows if your trap has caught something or not.	启用后，显示陷阱被拆除的剩余时间。同时也会显示陷阱是否捕获了猎物。	interface	cachedump	cachedump
When enabled, shows the amount of water you have availabe in the desert.	启用后，显示你在沙漠中可用的水量。	interface	cachedump	cachedump
Desert - Water available	沙漠 - 水源可用	interface	cachedump	cachedump
When enabled, highlight starting locations, footprints and inspect locations for herbiboar hunting.	启用后，高亮显示草药野猪狩猎的起始位置、足迹和检查点。	interface	cachedump	cachedump
Herbiboar helper	草药野猪助手	interface	cachedump	cachedump
When enabled, shows how long until your cannon decays.	启用后，显示你的大炮还剩多久会损坏。	interface	cachedump	cachedump
Cannon decay	大炮耐久度	interface	cachedump	cachedump
When enabled, shows how many cannonballs you have left in your cannon.	启用后，显示你的大炮中还剩多少炮弹。	interface	cachedump	cachedump
Cannon hud	大炮界面	interface	cachedump	cachedump
Cannon low notification	大炮弹药不足通知	interface	cachedump	cachedump
When enabled, a notification will be sent when you are low on cannonballs.	启用后，当炮弹不足时会发送通知。	interface	cachedump	cachedump
Cannon low on ammo notification	大炮弹药不足通知	interface	cachedump	cachedump
Minimum amount of cannonballs	炮弹最低数量	interface	cachedump	cachedump
A notification is sent when your cannon reaches this quantity of remaining cannonballs.	当大炮中的炮弹剩余数量达到此数值时，会发送通知。	interface	cachedump	cachedump
Cannon low on ammo amount	大炮弹药不足数量	interface	cachedump	cachedump
Cannon no ammo notification	大炮无弹药通知	interface	cachedump	cachedump
When enabled, a notification will be sent when your cannon has run out ammo.	启用后，当大炮弹药耗尽时会发送通知。	interface	cachedump	cachedump
Cannon out of ammo notification	大炮无弹药通知	interface	cachedump	cachedump
NPC indicators	NPC 指示器	interface	cachedump	cachedump
When enabled, tagged NPCs will be highlighted.	启用后，被标记的NPC会被高亮显示。	interface	cachedump	cachedump
NPC highlight	NPC 高亮	interface	cachedump	cachedump
When enabled, display the NPC's name above its body.	启用后，在NPC身体上方显示其名称。	interface	cachedump	cachedump
NPC highlighting must be enabled for this setting to have any effect.	必须启用NPC高亮功能，此设置才会生效。	interface	cachedump	cachedump
NPC highlight - Display name	NPC 高亮 - 显示名称	interface	cachedump	cachedump
When enabled, highlight the tiles the NPC is on.	启用后，高亮显示NPC所在的瓷砖。	interface	cachedump	cachedump
NPC highlight - Highlight tile	NPC 高亮 - 高亮瓷砖	interface	cachedump	cachedump
When enabled, highlight the NPC.	启用后，高亮显示该NPC。	interface	cachedump	cachedump
NPC highlight - Highlight outline	NPC 高亮 - 高亮轮廓	interface	cachedump	cachedump
NPC indicators highlighting colour	NPC 指示器高亮颜色	interface	cachedump	cachedump
Colour to highlight the NPC's.	高亮NPC时使用的颜色。	interface	cachedump	cachedump
NPC highlight - Highlighting colour	NPC 高亮 - 高亮颜色	interface	cachedump	cachedump
NPC indicators text colour	NPC 指示器文字颜色	interface	cachedump	cachedump
Colour of the text shown above the highlighted NPC.	高亮NPC上方显示的文字颜色。	interface	cachedump	cachedump
NPC highlight - Text colour	NPC 高亮 - 文字颜色	interface	cachedump	cachedump
When enabled, you will be notified when you re-complete a Combat Achievement task which you have already completed (excludes killcount and speed tasks).	启用后，当你再次完成一个已经完成过的战斗成就任务时，你会收到通知（不包括击杀计数和速度任务）。	interface	cachedump	cachedump
When enabled, minimap icons will be hidden while the minimap is fully zoomed-out.	启用后，当小地图完全缩小时，小地图图标将被隐藏。	interface	cachedump	cachedump
Hide minimap icons when zoomed out	缩小时隐藏小地图图标	interface	cachedump	cachedump
When enabled, you will be notified when you fail Combat Achievement tasks where applicable.	启用后，当你未能完成适用的战斗成就任务时，你会收到通知。	interface	cachedump	cachedump
Colour of the text shown above all NPCs.	所有NPC上方显示的文字颜色。	interface	cachedump	cachedump
Display NPC names above their head must be enabled for this setting to have any effect.	必须启用NPC头顶名称显示功能，此设置才会生效。	interface	cachedump	cachedump
NPC names text colour	NPC 名称文字颜色	interface	cachedump	cachedump
When enabled, display the name of every NPC above its body.	启用后，在每个NPC身体上方显示其名称。	interface	cachedump	cachedump
Display all NPC names above their body	在所有 NPC 身体上方显示名称	interface	cachedump	cachedump
When enabled, you will be notified when you fail Combat Achievement tasks, which you have already completed, where applicable.	启用后，当你未能完成一个已经完成过的战斗成就任务时，你会收到通知。	interface	cachedump	cachedump
You can only change this setting if you have Combat Achievement task failure notifications enabled.	只有启用了战斗成就任务失败通知，你才能更改此设置。	interface	cachedump	cachedump
Kill an Aberrant Spectre.	击杀一只变异幽灵。	interface	cachedump	cachedump
Kill the Abyssal Sire 20 times.	击杀深渊之主20次。	interface	cachedump	cachedump
Clear your highlighted NPCs	清除已高亮的 NPC	interface	cachedump	cachedump
When enabled, the Blast Furnace helper will be shown when in the Blast Furnace.	启用后，在熔炉区域时会显示熔炉助手。	interface	cachedump	cachedump
Blast Furnace helper	熔炉助手	interface	cachedump	cachedump
When enabled, certain pieces of scenery at the Blast Furnace will be highlighted in the game world.	启用后，熔炉区域的某些场景物件会在游戏世界中高亮显示。	interface	cachedump	cachedump
Blast Furnace highlights	熔炉高亮	interface	cachedump	cachedump
When enabled, reading a clue scroll will display extra information to help solve it.	启用后，阅读线索卷轴时会显示额外信息以帮助解谜。	interface	cachedump	cachedump
When enabled, a marker will be shown on the world map to indicate where the clue step is.	启用后，在世界地图上显示标记，指示线索步骤的位置。	interface	cachedump	cachedump
When enabled, an arrow will be shown in the world to indicate where the clue step is.	启用后，在游戏世界中显示箭头，指示线索步骤的位置。	interface	cachedump	cachedump
When enabled, relevant buttons will be highlighted in interfaces.	启用后，界面中的相关按钮会被高亮显示。	interface	cachedump	cachedump
When enabled, information about a clue will be shown in an infobox.	启用后，线索的相关信息会显示在信息框中。	interface	cachedump	cachedump
When enabled, shows the clue text in the infobox.	启用后，在信息框中显示线索文本。	interface	cachedump	cachedump
When enabled, highlights any relevant entities.	启用后，高亮显示任何相关的实体。	interface	cachedump	cachedump
Clue scroll helper - Entity highlights	线索卷轴助手 - 实体高亮	interface	cachedump	cachedump
When enabled, shows overlays above any relevant entities.	启用后，在任何相关实体上方显示覆盖层。	interface	cachedump	cachedump
Clue scroll helper - Overlay	线索卷轴助手 - 覆盖层	interface	cachedump	cachedump
Cannon broken.	大炮损坏。	interface	cachedump	cachedump
Treasure trails	宝藏追踪	interface	cachedump	cachedump
Display a warning on login if there are items stored in an item retrieval service,item,item retrieval service,retrieval service,warning,death,notifications	登录时若物品回收服务中存有物品则显示警告，物品，物品回收服务，回收服务，警告，死亡，通知	interface	cachedump	cachedump
When enabled, a warning will be shown on login if you have items stored in an item retrieval service.	启用后，如果你在物品取回服务中存有物品，登录时会显示警告。	interface	cachedump	cachedump
When enabled, your max hit hitsplats will look different from non max hits. (Excludes fixed damage, damage from effects such as recoil, retribution, vengeance, corruption, poison and venom, as well as damage from thralls.)	启用后，你的最大伤害命中特效与非最大伤害命中特效会有所不同。（不包括固定伤害、来自反伤、报应、复仇术、腐化、中毒和剧毒等效果的伤害，以及来自仆从的伤害。）	interface	cachedump	cachedump
Max hits below this threshold will not show max hit hitsplats.	低于此阈值的最大伤害将不会显示最大伤害命中特效。	interface	cachedump	cachedump
Show the camera effect when in Baba Yaga's house,baba,yaga,camera,toggle,bob,effect,accessibility	在芭芭雅嘎的房子里显示镜头效果，芭芭雅嘎，镜头，开关，鲍勃，效果，无障碍	interface	cachedump	cachedump
When enabled, there is a camera effect when inside Baba Yaga's house.	启用后，在芭芭雅嘎的房子里会有镜头效果。	interface	cachedump	cachedump
Show the camera effect when in Baba Yaga's house	在芭芭雅嘎的房子里显示镜头效果	interface	cachedump	cachedump
Show the camera effect when on the Fishing Trawler,fishing,trawler,camera,toggle,bob,effect,accessibility	在捕鱼拖网上显示镜头效果，捕鱼，拖网，镜头，开关，鲍勃，效果，无障碍	interface	cachedump	cachedump
When enabled, there is a camera effect when on the Fishing Trawler.	启用后，在捕鱼拖网船上会有镜头效果。	interface	cachedump	cachedump
Show the camera effect when on the Fishing Trawler	在捕鱼拖网上显示镜头效果	interface	cachedump	cachedump
Show the camera effect after looting the barrows chest,barrows',camera,toggle,bob,effect,accessibility	在掠夺巴罗斯墓穴宝箱后显示镜头效果，巴罗斯墓穴，镜头，开关，鲍勃，效果，无障碍	interface	cachedump	cachedump
When enabled, there is a camera effect after looting the Barrows' chest.	启用后，在掠夺巴罗什宝箱后会有镜头效果。	interface	cachedump	cachedump
Show the camera effect after looting the Barrows' chest	打开墓穴宝箱后显示镜头效果	interface	cachedump	cachedump
When enabled, shows how long the Menaphite remedy effect will last.	启用后，显示梅纳菲特疗伤药的效果持续时间。	interface	cachedump	cachedump
Menaphite remedy duration	梅纳菲特药剂持续时间	interface	cachedump	cachedump
When enabled, shows whether you currently have Apmeken's sight.	启用后，显示你是否拥有阿佩梅肯的视力。	interface	cachedump	cachedump
Apmeken's sight	阿普梅肯之视	interface	cachedump	cachedump
When enabled, shows how much longer you will suffer from Akkha's burn effect.	启用后，显示你还会受到阿卡燃烧效果影响多久。	interface	cachedump	cachedump
Akkha's burn duration	阿卡燃烧持续时间	interface	cachedump	cachedump
When enabled, shows how much longer you will suffer from Akkha's darkness effect.	启用后，显示你还会受到阿卡黑暗效果影响多久。	interface	cachedump	cachedump
Akkha's darkness duration	阿卡黑暗持续时间	interface	cachedump	cachedump
When enabled, shows how much longer you will suffer from Akkha's freezing effect.	启用后，显示你还会受到阿卡冰冻效果影响多久。	interface	cachedump	cachedump
Akkha's freeze duration	阿卡冰冻持续时间	interface	cachedump	cachedump
When enabled, shows how much longer you will bleed.	启用后，显示你还会流血多久。	interface	cachedump	cachedump
Zebak's bleed duration	泽巴克流血持续时间	interface	cachedump	cachedump
When enabled, shows how much longer your silk dressing healing effect will last.	启用后，显示你的丝绸包扎治疗效果还会持续多久。	interface	cachedump	cachedump
Silk dressing healing duration	丝绸包扎治疗持续时间	interface	cachedump	cachedump
When enabled, shows how much longer your blessed crystal prayer restoration effect will last.	启用后，显示你的祝福水晶祈祷恢复效果还会持续多久。	interface	cachedump	cachedump
Blessed crystal duration	祝福水晶持续时间	interface	cachedump	cachedump
When enabled, shows how much longer your liquid adrenaline special attack bonus effect will last.	启用后，显示你的液体肾上腺素战技加成效果还会持续多久。	interface	cachedump	cachedump
Liquid adrenaline duration	液体肾上腺素持续时间	interface	cachedump	cachedump
When enabled, shows how much longer your smelling salts effect will last.	启用后，显示你的嗅盐效果还会持续多久。	interface	cachedump	cachedump
Smelling salts duration	嗅盐持续时间	interface	cachedump	cachedump
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.<br><br>The Tombs of Amascut is a raid for 1-8 players.<br><br>The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of less then 150 considered an Entry raid.<br><br>Attack Styles - Magic, Ranged, Melee, Special<br>Immunities - Poison, Venom<br>Slayer Categories - None	阿玛斯库特之墓位于索法尼恩城南部的一座古老墓穴中。<br><br>阿玛斯库特之墓是一个 1-8 人的突袭副本。<br><br>阿玛斯库特之墓可以通过使用祈祷文来调整难度。这些祈祷文会改变突袭等级，突袭等级低于 150 被视为入门突袭。<br><br>攻击风格 - 魔法、远程、近战、战技<br>免疫 - 毒、剧毒<br>杀戮类别 - 无	interface	cachedump	cachedump
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.<br><br>The Tombs of Amascut is a raid for 1-8 players.<br><br>The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of 150 to 299 considered a standard raid.<br><br>Attack Styles - Magic, Ranged, Melee, Special<br>Immunities - Poison, Venom<br>Slayer Categories - None	阿玛斯库特之墓位于索法尼恩城南部的一座古老墓穴中。<br><br>阿玛斯库特之墓是一个 1-8 人的突袭副本。<br><br>阿玛斯库特之墓可以通过使用祈祷文来调整难度。这些祈祷文会改变突袭等级，突袭等级在 150 到 299 之间被视为标准突袭。<br><br>攻击风格 - 魔法、远程、近战、战技<br>免疫 - 毒、剧毒<br>杀戮类别 - 无	interface	cachedump	cachedump
The Tombs of Amascut can be found in an ancient tomb south of Sophanem.<br><br>The Tombs of Amascut is a raid for 1-8 players.<br><br>The Tombs of Amascut can scale in difficulty through the use of Invocations. These Invocations change the Raid Level, with a Raid Level of 300 or greater considered an Expert raid.<br><br>Attack Styles - Magic, Ranged, Melee, Special<br>Immunities - Poison, Venom<br>Slayer Categories - None	阿玛斯库特之墓位于索法尼恩城南部的一座古老墓穴中。<br><br>阿玛斯库特之墓是一个 1-8 人的突袭副本。<br><br>阿玛斯库特之墓可以通过使用祈祷文来调整难度。这些祈祷文会改变突袭等级，突袭等级达到 300 或以上被视为专家突袭。<br><br>攻击风格 - 魔法、远程、近战、战技<br>免疫 - 毒、剧毒<br>杀戮类别 - 无	interface	cachedump	cachedump
Kill the Abyssal Sire without letting any Scion mature.	在不让任何幼体成熟的情况下击杀深渊之主。	interface	cachedump	cachedump
Kill the Abyssal Sire after only stunning him once.	在只眩晕深渊之主一次的情况下击杀他。	interface	cachedump	cachedump
The Leech	水蛭	interface	cachedump	cachedump
Had the lowest contribution in at least five encounters.	在至少五次遭遇战中贡献最低。	interface	cachedump	cachedump
The Swimmer	泳者	interface	cachedump	cachedump
Spent at least 30 seconds in Zebak's pool.	在泽巴克的水池中停留至少30秒。	interface	cachedump	cachedump
The Specialist	专家	interface	cachedump	cachedump
Used the most special attack energy.	使用了最多的战技能量。	interface	cachedump	cachedump
The Picky Eater	挑食者	interface	cachedump	cachedump
Used the least food.	消耗的食物最少。	interface	cachedump	cachedump
The Peasant	农民	interface	cachedump	cachedump
Finished the raid with the lowest value loadout.	以最低价值装备完成突袭。	interface	cachedump	cachedump
The Showoff	炫耀者	interface	cachedump	cachedump
Finished the raid with the highest value loadout.	以最高价值装备完成突袭。	interface	cachedump	cachedump
The Tank	坦克	interface	cachedump	cachedump
Took the most damage.	承受了最多的伤害。	interface	cachedump	cachedump
The Baller	球王	interface	cachedump	cachedump
Dropped more than 20 orbs while fighting Akkha.	在对抗阿卡时掉落超过20个能量球。	interface	cachedump	cachedump
Kill the Abyssal Sire without being hit by any external tentacles.	在不被任何外部触手击中的情况下击杀深渊之主。	interface	cachedump	cachedump
Use the Vengeance spell to reflect the damage from the Abyssal Sire's explosion back to him.	使用复仇术将深渊之主爆炸造成的伤害反弹给他。	interface	cachedump	cachedump
The Entomophobe	恐虫者	interface	cachedump	cachedump
Killed the most scarabs.	击杀了最多的圣甲虫。	interface	cachedump	cachedump
Died to a light beam in the Path of Het.	在赫特之路中被光束击中死亡。	interface	cachedump	cachedump
The Carry	大腿	interface	cachedump	cachedump
Had the highest overall damage.	造成了最高的总伤害。	interface	cachedump	cachedump
Kill the Abyssal Sire without taking damage from any miasma pools.	在不受到任何瘴气池伤害的情况下击杀深渊之主。	interface	cachedump	cachedump
Kill the Abyssal Sire without taking damage from the external tentacles, miasma pools, explosion or damage from the Abyssal Sire without praying the appropriate protection prayer.	在不受到外部触手、瘴气池、爆炸伤害，以及未使用正确保护祈祷时受到深渊之主伤害的情况下击杀他。	interface	cachedump	cachedump
The Anchor	锚	interface	cachedump	cachedump
Died the most.	死亡次数最多。	interface	cachedump	cachedump
The Glutton	大胃王	interface	cachedump	cachedump
Ate the most food.	消耗了最多的食物。	interface	cachedump	cachedump
The Sorcerer	巫师	interface	cachedump	cachedump
Dealt the most magic damage.	造成了最多的魔法伤害。	interface	cachedump	cachedump
The Archer	弓箭手	interface	cachedump	cachedump
Dealt the most ranged damage.	造成了最多的远程伤害。	interface	cachedump	cachedump
Kill Kree'arra 50 times.	击杀克里阿拉50次。	interface	cachedump	cachedump
The Brawler	拳手	interface	cachedump	cachedump
Dealt the most melee damage.	造成了最多的近战伤害。	interface	cachedump	cachedump
The Clutch	关键先生	interface	cachedump	cachedump
Finished off the Wardens on their own.	独自击杀了典狱长。	interface	cachedump	cachedump
Limits the overall number of attempts that can be made within the raid to 10. An attempt is failed if every member of the party dies during a challenge.	将副本内的总尝试次数限制为10次。如果在挑战期间队伍所有成员死亡，则视为一次尝试失败。	interface	cachedump	cachedump
Persistence	坚持不懈	interface	cachedump	cachedump
Softcore Run	软核奔跑	interface	cachedump	cachedump
Hardcore Run	硬核奔跑	interface	cachedump	cachedump
Walk for It	走着瞧	interface	cachedump	cachedump
Sets a 40 minute time limit on the raid. If the time is achieved, the raid level is increased. Otherwise, the raid level is decreased.	为副本设置40分钟的时间限制。如果在时限内完成，副本等级会提升。否则，副本等级会降低。	interface	cachedump	cachedump
Jog for It	慢跑前进	interface	cachedump	cachedump
Run for It	奔跑前进	interface	cachedump	cachedump
Sprint for It	冲刺前进	interface	cachedump	cachedump
Need Some Help?	需要点帮助？	interface	cachedump	cachedump
The quantity of items offered by the helpful spirit will be reduced to 66%.	乐于助人的灵魂提供的物品数量将减少至66%。	interface	cachedump	cachedump
Need Less Help?	少点帮助？	interface	cachedump	cachedump
No Help Needed	无需帮助	interface	cachedump	cachedump
Walk the Path	踏上征途	interface	cachedump	cachedump
Completing a path during the raid will cause other paths to level up, increasing enemy hitpoints and damage. For every two path levels, bosses will gain more potent special attacks.	在副本中完成一条路线会导致其他路线升级，增加敌人的生命值和伤害。每两级路线，Boss将获得更强大的战技。	interface	cachedump	cachedump
Pathseeker	寻路者	interface	cachedump	cachedump
All paths will level up once upon entering the raid, increasing enemy hitpoints and damage.	进入副本时所有路线将升级一次，增加敌人的生命值和伤害。	interface	cachedump	cachedump
Pathfinder	探路者	interface	cachedump	cachedump
All paths will level up twice upon entering the raid, increasing enemy hitpoints and damage further. Bosses will gain more potent special attacks.	进入副本时所有路线将升级两次，进一步增加敌人的生命值和伤害。Boss将获得更强大的战技。	interface	cachedump	cachedump
Pathmaster	引路大师	interface	cachedump	cachedump
All paths will level up three times upon entering the raid, increasing enemy hitpoints and damage even further. Bosses will gain more potent special attacks.	进入副本时所有路线将升级三次，进一步增加敌人的生命值和伤害。Boss将获得更强大的战技。	interface	cachedump	cachedump
Quiet Prayers	静默祈祷	interface	cachedump	cachedump
Protection prayers will be 10% less effective within the raid.	在副本中，保护祈祷的效果将降低10%。	interface	cachedump	cachedump
Deadly Prayers	致命祈祷	interface	cachedump	cachedump
Prayer is drained by 20% of damage taken.	祈祷值将因受到的伤害而消耗20%。	interface	cachedump	cachedump
On a Diet	节食中	interface	cachedump	cachedump
Food and other healing items will no longer heal you within the raid (with the exception of potions that restore health).	食物和其他治疗物品在副本中将不再为你恢复生命（恢复生命值的药水除外）。	interface	cachedump	cachedump
Dehydration	脱水状态	interface	cachedump	cachedump
Potions that restore health will no longer have an effect within the raid.	恢复生命值的药水在副本中将不再有效。	interface	cachedump	cachedump
Overly Draining	过度消耗	interface	cachedump	cachedump
All special attacks use 100% of your special attack energy.	所有战技将消耗100%的战技能量。	interface	cachedump	cachedump
Lively Larvae	活跃幼虫	interface	cachedump	cachedump
Kephri will double the number of eggs containing an Agile Scarab during her egg attack.	凯弗里在蛋攻击期间，含有敏捷圣甲虫的蛋数量将翻倍。	interface	cachedump	cachedump
More Overlords	更多霸主	interface	cachedump	cachedump
During healing phases, Kephri will summon an additional scarab.	在治疗阶段，凯弗里将额外召唤一只圣甲虫。	interface	cachedump	cachedump
Blowing Mud	泥浆喷溅	interface	cachedump	cachedump
Kephri's dung special will be twice as potent.	凯弗里的粪便战技效果将加倍。	interface	cachedump	cachedump
Kephri will have continuous shield scarab spawns.	凯弗里将不断生成盾圣甲虫幼体。	interface	cachedump	cachedump
Aerial Assault	空中突袭	interface	cachedump	cachedump
Kephri's main attack will do significantly more damage and hit a larger area.	凯弗里的主要攻击将造成显著更高的伤害，并击中更大的范围。	interface	cachedump	cachedump
Not Just a Head	不止是头	interface	cachedump	cachedump
Zebak will gain access to blood magic, casting Blood barrage and summoning blood clouds, healing Zebak when they damage players.	泽巴克将获得血魔法，施放血之弹幕并召唤血云，在伤害玩家时治疗泽巴克。	interface	cachedump	cachedump
Arterial Spray	动脉喷雾	interface	cachedump	cachedump
The radius and healing of Zebak's blood magic will be increased.	泽巴克血魔法的范围和治疗效果将增加。	interface	cachedump	cachedump
Blood Thinners	血液稀释剂	interface	cachedump	cachedump
Zebak's blood magic spawns will be split into three and their health is increased.	泽巴克的血魔法幼体将分裂为三个，并且它们的生命值增加。	interface	cachedump	cachedump
Kill Kree'arra in a privately rented instance without ever attacking him directly.	在私人租赁的副本中，从不直接攻击克里阿拉的情况下击杀他。	interface	cachedump	cachedump
Upset Stomach	胃部不适	interface	cachedump	cachedump
Zebak's acid pools will have increased spread and jugs will be less effective.	泽巴克的酸液池扩散范围将增加，水罐的效果将降低。	interface	cachedump	cachedump
Akkha will do two special attacks at once.	阿卡将同时发动两次战技。	interface	cachedump	cachedump
Keep Back	退后	interface	cachedump	cachedump
Akkha's ranged and magic attacks will also do melee damage to anyone next to him.	阿卡的远程和魔法攻击也会对靠近他的任何人造成近战伤害。	interface	cachedump	cachedump
Kourend Castle	库兰德城堡	interface	cachedump	cachedump
Stay Vigilant	保持警惕	interface	cachedump	cachedump
Akkha will randomly swap between attack styles and protection prayers rather than at set intervals.	阿卡将随机切换攻击风格和保护祈祷，而不是按固定间隔。	interface	cachedump	cachedump
Feeling Special?	感觉特别？	interface	cachedump	cachedump
Akkha's detonate special attack will trigger in more directions, his memory special attack will be faster and his trail special attack will spawn additional orbs.	阿卡的引爆战技将从更多方向触发，他的记忆战技将更快，他的轨迹战技将生成额外的球体。	interface	cachedump	cachedump
Finish off Kree'arra whilst all of his bodyguards are dead.	在克里阿拉的所有护卫都死亡时，终结他。	interface	cachedump	cachedump
Kill Kree'arra in a privately rented instance without taking any melee damage from the boss or his bodyguards.	在私人租赁的副本中，不受到Boss或其护卫的任何近战伤害的情况下击杀克里阿拉。	interface	cachedump	cachedump
Mind the Gap!	注意缝隙！	interface	cachedump	cachedump
The pit at the entrance to Ba-Ba's room will be a lethal fall.	芭芭房间入口处的坑洞将变成致命坠落。	interface	cachedump	cachedump
Reach level 5 in the Attack skill.	将攻击技能提升到5级。	interface	cachedump	cachedump
Train your Attack to level 5 by fighting nearby monsters!|Equip your armour and weapon.|Ensure your combat style is set to provide Attack XP.|Take some food to keep your hitpoints high.|The Men, Chickens and Goblins near Lumbridge are suitable targets to fight.|Chickens drop Raw chicken that can be cooked and used as food.|You can bury bones to gain Prayer experience.	通过攻击附近的怪物将你的攻击技能训练到5级！|装备你的盔甲和武器。|确保你的战斗风格设置为提供攻击经验值。|带些食物来保持你的生命值。|仑桥镇附近的男子、鸡和哥布林是合适的战斗目标。|鸡会掉落生鸡肉，可以烹饪后用作食物。|你可以埋藏骨头来获得祈祷经验值。	interface	cachedump	cachedump
Take some food to keep your hitpoints high.|Cows and Farmers around Lumbridge are suitable targets to fight.|Cows drop hides that can be turned into leather for Crafting xp.	带些食物来保持你的生命值。|仑桥镇附近的牛和农夫是合适的战斗目标。|牛会掉落牛皮，可以制成皮革用于制作经验值。	interface	cachedump	cachedump
The Barbarians south of Edgeville are suitable targets to fight.|To get to Barbarian Village, travel north to Varrock then travel West, use the world map to navigate if you get lost.|Watch out for Gunthor the Brave!|Visit the Stronghold of Security while you are there for additional rewards, more variety in monsters and to learn how to keep your account secure.	边陲镇南边的野蛮人是合适的战斗目标。|要前往野蛮人村，向北走到维洛克城，然后向西走，如果迷路可以使用世界地图导航。|小心勇敢的冈索尔！|在那里时，可以顺便参观安全要塞以获得额外奖励、更多种类的怪物，并学习如何保护你的账户安全。	interface	cachedump	cachedump
Reach level 5 in the Strength skill.	将力量技能提升到5级。	interface	cachedump	cachedump
Train your Strength to level 5 by fighting nearby monsters!|Equip your armour and weapon.|Ensure your combat style is set to provide Strength XP.|Take some food to keep your hitpoints high.|The Men, Chickens and Goblins near Lumbridge are suitable targets to fight.|Chickens drop Raw chicken that can be cooked and used as food.|You can bury bones to gain Prayer experience.	通过攻击附近的怪物将你的力量技能训练到5级！|装备你的盔甲和武器。|确保你的战斗风格设置为提供力量经验值。|带些食物来保持你的生命值。|仑桥镇附近的男子、鸡和哥布林是合适的战斗目标。|鸡会掉落生鸡肉，可以烹饪后用作食物。|你可以埋藏骨头来获得祈祷经验值。	interface	cachedump	cachedump
The Al Kharid guards in the Al Kharid palace are suitable targets to fight.|Al Kharid is to the east of Lumbridge through the toll gate. Remember to take 10 coins to pass through the Al Kharid gate, you can kill goblins nearby for coins if you forget.|Al Kharid guards drop a variety of runes and coins.|Al Kharid guards often attack in groups.|Kebabs are cheap food which can be bought from Karim's kebab shop west of the palace.|There is a bank nearby to the south of Karim's kebab shop.	阿尔卡里德城宫殿里的阿尔卡里德守卫是合适的战斗目标。|阿尔卡里德城在仑桥镇东边，需要通过收费站。记得带10个金币通过阿尔卡里德城门，如果忘了，可以杀死附近的哥布林获取金币。|阿尔卡里德守卫会掉落各种符石和金币。|阿尔卡里德守卫经常成群攻击。|烤肉是便宜的食物，可以在宫殿西边的卡里姆烤肉店购买。|卡里姆烤肉店南边附近有一个银行。	interface	cachedump	cachedump
Reach level 5 in the Defence skill.	将防御技能提升到5级。	interface	cachedump	cachedump
Train your Defence trength to level 5 by fighting nearby monsters!|Equip your armour and weapon.|Ensure your combat style is set to provide Defence XP.|Take some food to keep your hitpoints high.|The Men, Chickens and Goblins near Lumbridge are suitable targets to fight.|Chickens drop Raw chicken that can be cooked and used as food.|You can bury bones to gain Prayer experience.	通过攻击附近的怪物将你的防御技能训练到5级！|装备你的盔甲和武器。|确保你的战斗风格设置为提供防御经验值。|带些食物来保持你的生命值。|仑桥镇附近的男子、鸡和哥布林是合适的战斗目标。|鸡会掉落生鸡肉，可以烹饪后用作食物。|你可以埋藏骨头来获得祈祷经验值。	interface	cachedump	cachedump
The Scorpions in Al Kharid mine are suitable targets to fight.|Al Kharid is to the east of Lumbridge through the toll gate. Remember to take 10 coins to pass through the Al Kharid gate, you can kill goblins nearby for coins if you forget.|Scorpions have a chance at dropping beginner clues that can be completed for rewards.	阿尔卡里德矿区的蝎子是合适的战斗目标。|阿尔卡里德城在仑桥镇东边，需要通过收费站。记得带10个金币通过阿尔卡里德城门，如果忘了，可以杀死附近的哥布林获取金币。|蝎子有机会掉落初学者线索卷轴，完成可获得奖励。	interface	cachedump	cachedump
Reach level 5 in the Magic skill.	将魔法技能提升到5级。	interface	cachedump	cachedump
